업종명,종목명,2014_E,2014_S,2014_G,2015_E,2015_S,2015_G,Diff_E,Diff_S,Diff_G,2014_종가,2015_종가,등락률,연도
제조업,일진디스플,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,7150,6860,-0.0405594405594405,"14,15년"
제조업,일진전기,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,7970,5700,-0.2848180677540778,"14,15년"
제조업,자화전자,2.0,1.5,3.0,2.0,1.5,1.5,0.0,0.0,-1.5,11200,11250,0.0044642857142857,"14,15년"
제조업,전방,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,37550,51500,0.3715046604527297,"14,15년"
제조업,제일연마,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,7980,7650,-0.0413533834586466,"14,15년"
제조업,조광페인트,1.0,1.5,1.5,,1.5,1.5,,0.0,0.0,8600,15450,0.7965116279069767,"14,15년"
제조업,조광피혁,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,136500,49850,-0.6347985347985348,"14,15년"
제조업,조비,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,11200,12300,0.0982142857142857,"14,15년"
제조업,조선내화,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,133000,94500,-0.2894736842105263,"14,15년"
제조업,조선선재,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,65000,68900,0.06,"14,15년"
제조업,조일알미늄,2.0,1.5,1.5,2.0,1.5,3.0,0.0,0.0,1.5,1085,1540,0.4193548387096774,"14,15년"
제조업,조흥,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,103500,154000,0.4879227053140096,"14,15년"
제조업,주연테크,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,563,1000,0.7761989342806395,"14,15년"
제조업,지엠비코리아,3.0,1.5,1.5,3.0,1.5,1.5,0.0,0.0,0.0,6400,5630,-0.1203125,"14,15년"
제조업,진양산업,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,2975,3090,0.0386554621848739,"14,15년"
제조업,진양홀딩스,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,4810,4095,-0.1486486486486486,"14,15년"
제조업,진양화학,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,4295,3600,-0.1618160651920838,"14,15년"
제조업,참엔지니어링,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,1360,1430,0.0514705882352941,"14,15년"
제조업,체시스,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,896,1900,1.1205357142857142,"14,15년"
제조업,카프로,1.0,1.5,3.0,1.0,1.5,3.0,0.0,0.0,0.0,2815,2815,0.0,"14,15년"
제조업,코리아써키트,2.0,1.5,3.0,2.0,1.5,3.0,0.0,0.0,0.0,7920,11050,0.3952020202020202,"14,15년"
제조업,코스모신소재,2.0,3.0,3.0,1.0,3.0,3.0,-1.0,0.0,0.0,3285,2965,-0.0974124809741248,"14,15년"
제조업,코스모화학,2.0,1.5,3.0,1.0,1.5,3.0,-1.0,0.0,0.0,5090,5530,0.0864440078585461,"14,15년"
제조업,코아스,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,1695,2440,0.43952802359882,"14,15년"
제조업,코오롱인더,3.0,1.5,3.0,2.0,3.0,3.0,-1.0,1.5,0.0,54500,62100,0.1394495412844036,"14,15년"
제조업,코오롱플라스틱,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,5780,7750,0.3408304498269896,"14,15년"
제조업,태경산업,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,5780,6130,0.060553633217993,"14,15년"
제조업,태광산업,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,1250000,1110000,-0.112,"14,15년"
제조업,태림포장,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,2445,3200,0.3087934560327198,"14,15년"
제조업,태원물산,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,2340,3190,0.3632478632478632,"14,15년"
제조업,태평양물산,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,6480,4265,-0.341820987654321,"14,15년"
제조업,티에이치엔,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,1500,1605,0.07,"14,15년"
제조업,티웨이홀딩스,1.0,1.5,1.5,,1.5,1.5,,0.0,0.0,4885,9120,0.8669396110542477,"14,15년"
제조업,팜스코,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,16750,15450,-0.0776119402985074,"14,15년"
제조업,퍼스텍,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,2005,5860,1.9226932668329175,"14,15년"
제조업,퍼시스,2.0,1.5,3.0,2.0,1.5,1.5,0.0,0.0,-1.5,32150,34700,0.0793157076205287,"14,15년"
제조업,페이퍼코리아,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,759,1005,0.3241106719367589,"14,15년"
제조업,평화산업,2.0,1.5,1.5,3.0,1.5,1.5,1.0,0.0,0.0,1240,1600,0.2903225806451613,"14,15년"
제조업,평화홀딩스,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,2960,3430,0.1587837837837837,"14,15년"
제조업,풀무원,4.0,4.0,1.5,3.0,3.0,3.0,-1.0,-1.0,1.5,144000,185500,0.2881944444444444,"14,15년"
제조업,풍산,3.0,1.5,3.0,3.0,1.5,3.0,0.0,0.0,0.0,26450,25750,-0.0264650283553875,"14,15년"
제조업,하이스틸,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,16550,22000,0.3293051359516616,"14,15년"
제조업,하이트진로,3.0,1.5,3.0,2.0,1.5,3.0,-1.0,0.0,0.0,26450,22900,-0.1342155009451796,"14,15년"
제조업,한국내화,1.0,1.5,1.5,2.0,1.5,1.5,1.0,0.0,0.0,3175,3200,0.0078740157480314,"14,15년"
제조업,한국쉘석유,3.0,3.0,3.0,3.0,3.0,1.5,0.0,0.0,-1.5,489000,507000,0.0368098159509202,"14,15년"
제조업,한국주강,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,2975,3005,0.0100840336134453,"14,15년"
제조업,한국철강,3.0,1.5,3.0,2.0,1.5,3.0,-1.0,0.0,0.0,33150,48350,0.4585218702865761,"14,15년"
제조업,한국카본,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,6140,5950,-0.0309446254071661,"14,15년"
제조업,한국콜마,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,52000,89800,0.7269230769230769,"14,15년"
제조업,한국항공우주,3.0,1.5,3.0,2.0,1.5,3.0,-1.0,0.0,0.0,41300,90000,1.179176755447942,"14,15년"
제조업,한국화장품제조,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,8530,28200,2.305978898007034,"14,15년"
제조업,한농화성,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,3760,3910,0.0398936170212766,"14,15년"
제조업,한미반도체,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,15900,10800,-0.320754716981132,"14,15년"
제조업,한섬,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,32100,38850,0.2102803738317757,"14,15년"
제조업,한성기업,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,6850,7450,0.0875912408759124,"14,15년"
제조업,한세실업,3.0,1.5,1.5,3.0,1.5,1.5,0.0,0.0,0.0,36600,56200,0.5355191256830601,"14,15년"
제조업,한세예스24홀딩스,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,14400,21300,0.4791666666666667,"14,15년"
제조업,한솔케미칼,3.0,1.5,3.0,3.0,1.5,3.0,0.0,0.0,0.0,34300,67000,0.9533527696793004,"14,15년"
제조업,한솔테크닉스,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,11750,25100,1.1361702127659574,"14,15년"
제조업,한솔홈데코,1.0,1.5,3.0,1.0,3.0,3.0,0.0,1.5,0.0,2005,1540,-0.2319201995012468,"14,15년"
제조업,한일시멘트,2.0,1.5,3.0,2.0,3.0,3.0,0.0,1.5,0.0,137500,117500,-0.1454545454545454,"14,15년"
제조업,한일철강,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,17500,20950,0.1971428571428571,"14,15년"
제조업,한창제지,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,688,894,0.2994186046511627,"14,15년"
제조업,한화,3.0,4.0,3.0,3.0,3.0,4.0,0.0,-1.0,1.0,27400,37550,0.3704379562043796,"14,15년"
제조업,현대리바트,2.0,1.5,1.5,3.0,1.5,1.5,1.0,0.0,0.0,45250,50300,0.1116022099447513,"14,15년"
제조업,현대모비스,3.0,4.0,4.0,1.0,3.0,3.0,-2.0,-1.0,-1.0,250000,240000,-0.04,"14,15년"
제조업,현대미포조선,3.0,4.0,4.0,3.0,3.0,4.0,0.0,-1.0,0.0,75900,71800,-0.0540184453227931,"14,15년"
제조업,현대비앤지스틸,1.0,1.5,3.0,2.0,1.5,3.0,1.0,0.0,0.0,17350,10350,-0.4034582132564842,"14,15년"
제조업,현대위아,2.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,184500,133500,-0.2764227642276423,"14,15년"
제조업,현대제철,3.0,4.0,3.0,2.0,3.0,3.0,-1.0,-1.0,0.0,68100,52100,-0.2349486049926578,"14,15년"
제조업,화승알앤에이,1.0,1.5,3.0,1.0,1.5,3.0,0.0,0.0,0.0,31100,40950,0.3167202572347267,"14,15년"
제조업,화신,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,8680,5880,-0.3225806451612903,"14,15년"
제조업,화천기계,2.0,1.5,1.5,1.0,1.5,1.5,-1.0,0.0,0.0,32750,30000,-0.0839694656488549,"14,15년"
제조업,화천기공,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,68800,62200,-0.0959302325581395,"14,15년"
제조업,황금에스티,2.0,1.5,1.5,2.0,1.5,1.5,0.0,0.0,0.0,5120,5920,0.15625,"14,15년"
제조업,후성,1.0,1.5,1.5,1.0,1.5,3.0,0.0,0.0,1.5,2495,4175,0.6733466933867736,"14,15년"
제조업,휴비스,1.0,1.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,12300,8490,-0.3097560975609756,"14,15년"
제조업,휴스틸,2.0,1.5,3.0,2.0,1.5,3.0,0.0,0.0,0.0,16650,17900,0.075075075075075,"14,15년"
